Date,Open,High,Low,Close,Volume
2014-12-31,92.2823,93.8057,88.2059,92.3289,94537585.926601
2015-01-31,92.7435,92.9498,89.2047,89.7909,85817294.603233
2015-02-28,90.143,95.6058,89.0589,94.9651,61449540.348703
2015-03-31,95.0495,95.8865,92.311,93.8434,67341391.105451
2015-04-30,93.9862,96.4876,93.0986,94.4067,65078395.662878
2015-05-31,94.864,96.8407,93.6371,95.6436,50138014.390187
2015-06-30,96.0789,97.0459,93.7313,94.0408,61945442.143055
2015-07-31,94.9384,96.8407,93.0807,95.6436,68130402.497267
2015-08-31,95.7893,96.0889,81.7313,89.8197,110254753.50814
2015-09-30,87.839,92.3021,85.1224,87.1983,97481114.684586
2015-10-31,87.4085,94.7598,86.015,94.0884,58294599.828117
2015-11-30,94.3095,95.8955,91.5871,94.6537,52797967.603042
2015-12-31,95.0495,95.6256,90.26,92.6423,91110471.200114
2016-01-31,91.1228,91.6614,81.54,87.349,129639922.88396
2016-02-29,86.8352,88.6176,81.3515,87.3391,85972166.4914
2016-03-31,88.0591,94.0408,87.8013,93.5944,73356301.311788
2016-04-30,93.0986,96.0491,92.319,94.1519,54509001.305859
2016-05-31,94.4067,96.1087,92.2545,95.7983,57438455.842555
2016-06-30,95.5017,97.2235,90.9959,96.0491,68858837.972823
2016-07-31,95.9907,100.064,94.9294,99.8954,49370823.637182
2016-08-31,99.8755,101.085,98.5863,100.104,40134659.018976
2016-09-30,100.203,101.056,97.7413,100.282,53436843.885229
2016-10-31,100.084,100.381,97.7045,98.0874,45071077.951388
2016-11-30,98.2838,103.179,96.0987,102.504,77081030.515795
2016-12-31,102.722,106.114,101.859,104.537,67486443.605328
2017-01-31,105.271,107.522,104.696,106.472,52958027.967657
2017-02-28,106.828,110.905,106.084,110.389,44935372.976805
2017-03-31,111.351,112.154,108.256,110.449,62200422.588968
2017-04-30,110.567,112.402,108.851,111.639,49023889.394019
2017-05-31,111.926,113.146,110.021,112.779,48946612.75411
2017-06-30,113.067,115.04,112.888,113.82,51794635.63507
2017-07-31,114.346,116.697,113.027,115.982,40074487.412678
2017-08-31,116.32,116.806,113.225,116.152,47349880.804332
2017-09-30,116.37,119.027,114.962,118.987,37510103.596868
2017-10-31,119.107,121.904,119.017,121.577,49666942.873628
2017-11-30,122.033,125.762,120.525,125.256,56125966.902232
2017-12-31,125.206,127.497,123.124,126.694,51099718.564309
2018-01-31,127.161,135.581,126.883,133.33,67396386.334352
2018-02-28,132.903,133.875,119.861,128.311,90206186.098147
2018-03-31,128.371,133.052,123.292,125.792,66573900.900929
2018-04-30,125.415,129.62,121.676,126.357,59235443.221489
2018-05-31,126.069,131.276,123.898,129.809,38729010.409303
2018-06-30,130.652,134.083,129.362,130.731,47214562.999387
2018-07-31,129.908,136.583,129.789,135.045,47128723.256003
2018-08-31,135.145,140.342,134.103,139.667,51794607.40395
2018-09-30,139.508,141.344,137.882,139.945,44640559.429632
2018-10-31,140.679,141.006,124.433,129.581,109662549.31589
2018-11-30,130.037,134.728,125.901,132.189,69111746.456222
2018-12-31,134.282,134.678,112.273,120.069,163561045.60634
2019-01-31,118.283,130.552,117.183,130.314,89698399.002517
2019-02-28,130.483,136.295,128.965,134.956,58581660.908243
2019-03-31,135.819,138.149,131.624,136.861,66042139.535378
2019-04-30,137.862,142.524,137.693,142.226,54197571.728394
2019-05-31,142.622,142.692,132.962,133.062,61920207.555303
2019-06-30,133.062,143.287,132.04,142.484,54111058.471161
2019-07-31,144.16,146.679,142.88,144.507,50534517.437795
2019-08-31,144.587,146.035,136.573,141.502,74005295.425527
2019-09-30,140.48,146.491,139.895,144.001,57563947.201431
2019-10-31,144.487,147.77,138.199,147.037,57216607.640053
2019-11-30,147.82,153.285,147.751,152.6,47128389.523841
2019-12-31,152.838,157.897,149.119,156.895,61790876.764185
2020-01-31,157.897,162.36,156.121,156.796,72490772.495525
2020-02-29,157.589,165.454,139.33,144.249,110611999.16767
2020-03-31,145.181,152.749,104.984,124.214,281194730.13663
2020-04-30,119.603,143.128,117.332,140.53,137814977.52352
2020-05-31,137.911,149.536,133.34,148.107,91016245.806005
2020-06-30,148.018,158.224,144.398,151.51,107342662.11815
2020-07-31,151.866,160.872,151.588,160.228,63587396.313139
2020-08-31,161.13,172.437,160.822,171.603,64282990.930767
2020-09-30,172.011,175.848,157.639,165.524,73416724.981653
2020-10-31,166.912,175.561,160.396,162.301,64668805.474908
2020-11-30,164.045,183.079,162.469,181.453,82551511.649991
2020-12-31,183.852,190.229,182.533,189.933,87217384.707142
2021-01-31,190.667,197.45,185.182,189.297,97673079.238918
2021-02-28,191.152,203.352,189.833,195.258,79480263.291204
2021-03-31,198.253,204.254,189.417,202.37,104711162.84891
2021-04-30,203.64,215.045,203.212,212.556,85284775.030475
2021-05-31,214.004,214.42,204.849,213.538,81378531.827595
2021-06-30,214.936,219.409,211.554,218.834,70581941.48745
2021-07-31,219.409,224.655,213.924,222.632,78323011.227091
2021-08-31,223.783,229.784,220.391,229,69777348.534219
2021-09-30,229.644,230.468,218.328,218.774,79275358.80163
2021-10-31,219.796,233.681,217.277,233.403,64166018.312178
2021-11-30,234.227,239.999,229.654,230.002,78461535.2806
2021-12-31,232.917,241.03,225.627,238.72,90792106.849813
2022-01-31,239.692,241.308,209.709,224.249,120924912.79643
2022-02-28,225.369,229.198,204.67,218.675,96674795.600053
2022-03-31,218.129,231.45,206.912,225.807,109341215.65678
2022-04-30,226.788,228.99,205.018,205.186,84044570.863194
2022-05-31,205.454,214.142,189.099,204.67,117210656.32948
2022-06-30,205.97,207.487,180.183,187.824,106895485.36908
2022-07-31,187.395,205.907,184.796,205.379,62510880.09117
2022-08-31,204.105,216.283,197.662,197.722,67592060.905905
2022-09-30,196.567,206.116,179.28,179.47,101417339.96713
2022-10-31,181.52,195.53,174.84,194.03,90048012
2022-11-30,196,204.1,185.13,204.06,91883378
2022-12-31,204.83,205.628,187.38,191.19,97541857
2023-01-31,192.38,205.05,188.93,204.43,70013952
2023-02-28,203.91,210.88,198.16,199.52,55380801
2023-03-31,199.38,204.98,190.18,204.1,76466297
2023-04-30,203.72,206.83,200.41,206.3,52402928
2023-05-31,206,209.68,200.2,207.18,52890461
2023-06-30,207.3,221.42,206.65,220.28,63105071
2023-07-31,220.28,228.965,216.8319,228.35,55943932
2023-08-31,227.65,228,215.03,223.94,66251054
2023-09-30,225.34,225.78,209.8401,212.41,59186982
2023-10-31,212.2,217.38,202.44,206.79,80484594
2023-11-30,207.14,227.19,206.87,226.26,65162959
2023-12-31,225.99,238.7399,225.585,237.22,77455908
2024-01-31,235.65,244.34,232.4,239.87,74828055
2024-02-29,240.9,253.3,240.04,252.58,60160607
2024-03-31,253.04,261.07,250.91,259.9,64908673
2024-04-30,260.32,260.38,244.57,248.61,69262536
2024-05-31,248.46,263.92,247.595,256.25,60987293
2024-06-30,261.66,270.41,258.0772,267.51,49481295
2024-07-31,268.49,279.21,265.945,272.57,63279624
2024-08-31,273.25,278.53,251,278.38,66499377
2024-09-30,276.8,284.35,265.92,283.16,52995807
2024-10-31,283,289.6977,278.87,281.03,67070828
2024-11-30,282.52,300.38,280.865,299.86,62058412
2024-12-31,300.285,302.945,288.11,289.81,66918425
2025-01-31,291.8262,302.6724,284.63,298.6,66190457
2025-02-28,293.32,303.3904,287.35,292.96,59360580
2025-03-31,294.01,294.72,268.7305,274.84,86089954
2025-04-30,274.01,279.25,236.42,272.82,130498186
2025-05-31,275.3,293.125,273.58,289.88,64857298
2025-06-30,289.3,304.53,287.58,303.93,58624035
2025-07-31,303.19,314.84,302.8,310.89,78613058
2025-08-31,307.6202,317.94,304.4,313.84,54846634
